Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status
esa-womens-set-11,ESA Women's Set 11,Elite Star Athletics women's performance activewear set.,Elite Star Athletics,Women's Activewear,"ESA,Women,Fitness,Set,Matching",TRUE,Size,Small,ESA-SET-11-S,shopify,100,deny,manual,49.99,TRUE,TRUE,https://elitestarathletics.github.io/images/5ef5538f-55d2-4be7-938e-0ba841e4ea18.png,1,active
esa-womens-set-12,ESA Women's Set 12,Elite Star Athletics women's performance activewear set.,Elite Star Athletics,Women's Activewear,"ESA,Women,Fitness,Set,Matching",TRUE,Size,Small,ESA-SET-12-S,shopify,100,deny,manual,49.99,TRUE,TRUE,https://elitestarathletics.github.io/images/6aa94585-dda5-4218-9062-f7d25ce1d573.png,1,active
esa-womens-set-13,ESA Women's Set 13,Elite Star Athletics women's performance activewear set.,Elite Star Athletics,Women's Activewear,"ESA,Women,Fitness,Set,Matching",TRUE,Size,Small,ESA-SET-13-S,shopify,100,deny,manual,49.99,TRUE,TRUE,https://elitestarathletics.github.io/images/74a9cc08-d001-4dd6-858d-bc6188de5cd4.png,1,active
esa-womens-set-14,ESA Women's Set 14,Elite Star Athletics women's performance activewear set.,Elite Star Athletics,Women's Activewear,"ESA,Women,Fitness,Set,Matching",TRUE,Size,Small,ESA-SET-14-S,shopify,100,deny,manual,49.99,TRUE,TRUE,https://elitestarathletics.github.io/images/7fafbf67-d18b-42b1-a4d5-c6c4ff55ed07.png,1,active
esa-womens-set-15,ESA Women's Set 15,Elite Star Athletics women's performance activewear set.,Elite Star Athletics,Women's Activewear,"ESA,Women,Fitness,Set,Matching",TRUE,Size,Small,ESA-SET-15-S,shopify,100,deny,manual,49.99,TRUE,TRUE,https://elitestarathletics.github.io/images/810a28a3-0e77-4b49-8929-7ee9a4cbb5fa.png,1,active
esa-womens-set-16,ESA Women's Set 16,Elite Star Athletics women's performance activewear set.,Elite Star Athletics,Women's Activewear,"ESA,Women,Fitness,Set,Matching",TRUE,Size,Small,ESA-SET-16-S,shopify,100,deny,manual,49.99,TRUE,TRUE,https://elitestarathletics.github.io/images/83565006-c81d-443a-855d-31b8fc001fe2.png,1,active
esa-womens-set-17,ESA Women's Set 17,Elite Star Athletics women's performance activewear set.,Elite Star Athletics,Women's Activewear,"ESA,Women,Fitness,Set,Matching",TRUE,Size,Small,ESA-SET-17-S,shopify,100,deny,manual,49.99,TRUE,TRUE,https://elitestarathletics.github.io/images/902622d7-7038-45c9-9ff6-f5bf192271b8.png,1,active
esa-womens-set-18,ESA Women's Set 18,Elite Star Athletics women's performance activewear set.,Elite Star Athletics,Women's Activewear,"ESA,Women,Fitness,Set,Matching",TRUE,Size,Small,ESA-SET-18-S,shopify,100,deny,manual,49.99,TRUE,TRUE,https://elitestarathletics.github.io/images/970d6dd5-d8ca-466f-a099-74dd3dab58d5.png,1,active
esa-womens-set-19,ESA Women's Set 19,Elite Star Athletics women's performance activewear set.,Elite Star Athletics,Women's Activewear,"ESA,Women,Fitness,Set,Matching",TRUE,Size,Small,ESA-SET-19-S,shopify,100,deny,manual,49.99,TRUE,TRUE,https://elitestarathletics.github.io/images/99c4919a-dee9-4f1a-a70d-cdc5e9d23f0e.png,1,active
esa-womens-set-20,ESA Women's Set 20,Elite Star Athletics women's performance activewear set.,Elite Star Athletics,Women's Activewear,"ESA,Women,Fitness,Set,Matching",TRUE,Size,Small,ESA-SET-20-S,shopify,100,deny,manual,49.99,TRUE,TRUE,https://elitestarathletics.github.io/images/9c5121c7-ad25-444e-9808-c271327c3692.png,1,active
esa-womens-set-21,ESA Women's Set 21,Elite Star Athletics women's performance activewear set.,Elite Star Athletics,Women's Activewear,"ESA,Women,Fitness,Set,Matching",TRUE,Size,Small,ESA-SET-21-S,shopify,100,deny,manual,49.99,TRUE,TRUE,https://elitestarathletics.github.io/images/a1d8f147-c6b1-40b9-9cd0-5931f624de94.png,1,active
esa-womens-set-22,ESA Women's Set 22,Elite Star Athletics women's performance activewear set.,Elite Star Athletics,Women's Activewear,"ESA,Women,Fitness,Set,Matching",TRUE,Size,Small,ESA-SET-22-S,shopify,100,deny,manual,49.99,TRUE,TRUE,https://elitestarathletics.github.io/images/a2cf4402-11b8-40da-a68c-8d91a761e8c6.png,1,active
esa-womens-set-23,ESA Women's Set 23,Elite Star Athletics women's performance activewear set.,Elite Star Athletics,Women's Activewear,"ESA,Women,Fitness,Set,Matching",TRUE,Size,Small,ESA-SET-23-S,shopify,100,deny,manual,49.99,TRUE,TRUE,https://elitestarathletics.github.io/images/bb9113ea-dd80-4c2b-b24a-10bdcbe3cf76.png,1,active
esa-womens-set-24,ESA Women's Set 24,Elite Star Athletics women's performance activewear set.,Elite Star Athletics,Women's Activewear,"ESA,Women,Fitness,Set,Matching",TRUE,Size,Small,ESA-SET-24-S,shopify,100,deny,manual,49.99,TRUE,TRUE,https://elitestarathletics.github.io/images/c5312e9d-6360-47e5-80eb-1483543ad840.png,1,active
esa-womens-set-25,ESA Women's Set 25,Elite Star Athletics women's performance activewear set.,Elite Star Athletics,Women's Activewear,"ESA,Women,Fitness,Set,Matching",TRUE,Size,Small,ESA-SET-25-S,shopify,100,deny,manual,49.99,TRUE,TRUE,https://elitestarathletics.github.io/images/df83c6c2-3f4a-4867-a3b6-d39f5492e7a8.png,1,active
