Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status
esa-hoodie-v2-style-1,ESA Premium Hoodie Style 1,"Elite Star Athletics premium hoodie, style 1, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult 3X,ESA-HD-V2-01-Adult3X,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-1,ESA Premium Hoodie Style 1,"Elite Star Athletics premium hoodie, style 1, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult 4X,ESA-HD-V2-01-Adult4X,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-2,ESA Premium Hoodie Style 2,"Elite Star Athletics premium hoodie, style 2, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Youth XS,ESA-HD-V2-02-YouthXSZ,shopify,25,deny,manual,59.99,TRUE,TRUE,https://elitestarathletics.github.io/images/7fafbf67-d18b-42b1-a4d5-c6c4ff55ed07.png,1,active
esa-hoodie-v2-style-2,ESA Premium Hoodie Style 2,"Elite Star Athletics premium hoodie, style 2, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Youth S,ESA-HD-V2-02-YouthS,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-2,ESA Premium Hoodie Style 2,"Elite Star Athletics premium hoodie, style 2, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Youth M,ESA-HD-V2-02-YouthM,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-2,ESA Premium Hoodie Style 2,"Elite Star Athletics premium hoodie, style 2, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Youth L,ESA-HD-V2-02-YouthL,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-2,ESA Premium Hoodie Style 2,"Elite Star Athletics premium hoodie, style 2, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Youth XL,ESA-HD-V2-02-YouthXL,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-2,ESA Premium Hoodie Style 2,"Elite Star Athletics premium hoodie, style 2, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult S,ESA-HD-V2-02-AdultS,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-2,ESA Premium Hoodie Style 2,"Elite Star Athletics premium hoodie, style 2, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult M,ESA-HD-V2-02-AdultM,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-2,ESA Premium Hoodie Style 2,"Elite Star Athletics premium hoodie, style 2, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult L,ESA-HD-V2-02-AdultL,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-2,ESA Premium Hoodie Style 2,"Elite Star Athletics premium hoodie, style 2, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult XL,ESA-HD-V2-02-AdultXL,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-2,ESA Premium Hoodie Style 2,"Elite Star Athletics premium hoodie, style 2, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult 2X,ESA-HD-V2-02-Adult2X,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-2,ESA Premium Hoodie Style 2,"Elite Star Athletics premium hoodie, style 2, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult 3X,ESA-HD-V2-02-Adult3X,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-2,ESA Premium Hoodie Style 2,"Elite Star Athletics premium hoodie, style 2, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult 4X,ESA-HD-V2-02-Adult4X,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-3,ESA Premium Hoodie Style 3,"Elite Star Athletics premium hoodie, style 3, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Youth XS,ESA-HD-V2-03-YouthXSZ,shopify,25,deny,manual,59.99,TRUE,TRUE,https://elitestarathletics.github.io/images/9c5121c7-ad25-444e-9808-c271327c3692.png,1,active
esa-hoodie-v2-style-3,ESA Premium Hoodie Style 3,"Elite Star Athletics premium hoodie, style 3, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Youth S,ESA-HD-V2-03-YouthS,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-3,ESA Premium Hoodie Style 3,"Elite Star Athletics premium hoodie, style 3, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Youth M,ESA-HD-V2-03-YouthM,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-3,ESA Premium Hoodie Style 3,"Elite Star Athletics premium hoodie, style 3, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Youth L,ESA-HD-V2-03-YouthL,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-3,ESA Premium Hoodie Style 3,"Elite Star Athletics premium hoodie, style 3, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Youth XL,ESA-HD-V2-03-YouthXL,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-3,ESA Premium Hoodie Style 3,"Elite Star Athletics premium hoodie, style 3, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult S,ESA-HD-V2-03-AdultS,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-3,ESA Premium Hoodie Style 3,"Elite Star Athletics premium hoodie, style 3, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult M,ESA-HD-V2-03-AdultM,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-3,ESA Premium Hoodie Style 3,"Elite Star Athletics premium hoodie, style 3, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult L,ESA-HD-V2-03-AdultL,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-3,ESA Premium Hoodie Style 3,"Elite Star Athletics premium hoodie, style 3, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult XL,ESA-HD-V2-03-AdultXL,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-3,ESA Premium Hoodie Style 3,"Elite Star Athletics premium hoodie, style 3, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult 2X,ESA-HD-V2-03-Adult2X,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-3,ESA Premium Hoodie Style 3,"Elite Star Athletics premium hoodie, style 3, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult 3X,ESA-HD-V2-03-Adult3X,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-3,ESA Premium Hoodie Style 3,"Elite Star Athletics premium hoodie, style 3, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult 4X,ESA-HD-V2-03-Adult4X,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-4,ESA Premium Hoodie Style 4,"Elite Star Athletics premium hoodie, style 4, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Youth XS,ESA-HD-V2-04-YouthXSZ,shopify,25,deny,manual,59.99,TRUE,TRUE,https://elitestarathletics.github.io/images/74a9cc08-d001-4dd6-858d-bc6188de5cd4.png,1,active
esa-hoodie-v2-style-4,ESA Premium Hoodie Style 4,"Elite Star Athletics premium hoodie, style 4, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Youth S,ESA-HD-V2-04-YouthS,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-4,ESA Premium Hoodie Style 4,"Elite Star Athletics premium hoodie, style 4, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Youth M,ESA-HD-V2-04-YouthM,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-4,ESA Premium Hoodie Style 4,"Elite Star Athletics premium hoodie, style 4, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Youth L,ESA-HD-V2-04-YouthL,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-4,ESA Premium Hoodie Style 4,"Elite Star Athletics premium hoodie, style 4, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Youth XL,ESA-HD-V2-04-YouthXL,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-4,ESA Premium Hoodie Style 4,"Elite Star Athletics premium hoodie, style 4, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult S,ESA-HD-V2-04-AdultS,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-4,ESA Premium Hoodie Style 4,"Elite Star Athletics premium hoodie, style 4, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult M,ESA-HD-V2-04-AdultM,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-4,ESA Premium Hoodie Style 4,"Elite Star Athletics premium hoodie, style 4, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult L,ESA-HD-V2-04-AdultL,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-4,ESA Premium Hoodie Style 4,"Elite Star Athletics premium hoodie, style 4, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult XL,ESA-HD-V2-04-AdultXL,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-4,ESA Premium Hoodie Style 4,"Elite Star Athletics premium hoodie, style 4, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult 2X,ESA-HD-V2-04-Adult2X,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-4,ESA Premium Hoodie Style 4,"Elite Star Athletics premium hoodie, style 4, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult 3X,ESA-HD-V2-04-Adult3X,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-4,ESA Premium Hoodie Style 4,"Elite Star Athletics premium hoodie, style 4, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult 4X,ESA-HD-V2-04-Adult4X,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-5,ESA Premium Hoodie Style 5,"Elite Star Athletics premium hoodie, style 5, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Youth XS,ESA-HD-V2-05-YouthXSZ,shopify,25,deny,manual,59.99,TRUE,TRUE,https://elitestarathletics.github.io/images/df83c6c2-3f4a-4867-a3b6-d39f5492e7a8.png,1,active
esa-hoodie-v2-style-5,ESA Premium Hoodie Style 5,"Elite Star Athletics premium hoodie, style 5, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Youth S,ESA-HD-V2-05-YouthS,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-5,ESA Premium Hoodie Style 5,"Elite Star Athletics premium hoodie, style 5, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Youth M,ESA-HD-V2-05-YouthM,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-5,ESA Premium Hoodie Style 5,"Elite Star Athletics premium hoodie, style 5, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Youth L,ESA-HD-V2-05-YouthL,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-5,ESA Premium Hoodie Style 5,"Elite Star Athletics premium hoodie, style 5, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Youth XL,ESA-HD-V2-05-YouthXL,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-5,ESA Premium Hoodie Style 5,"Elite Star Athletics premium hoodie, style 5, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult S,ESA-HD-V2-05-AdultS,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-5,ESA Premium Hoodie Style 5,"Elite Star Athletics premium hoodie, style 5, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult M,ESA-HD-V2-05-AdultM,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-5,ESA Premium Hoodie Style 5,"Elite Star Athletics premium hoodie, style 5, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult L,ESA-HD-V2-05-AdultL,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-5,ESA Premium Hoodie Style 5,"Elite Star Athletics premium hoodie, style 5, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult XL,ESA-HD-V2-05-AdultXL,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-5,ESA Premium Hoodie Style 5,"Elite Star Athletics premium hoodie, style 5, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult 2X,ESA-HD-V2-05-Adult2X,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-5,ESA Premium Hoodie Style 5,"Elite Star Athletics premium hoodie, style 5, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult 3X,ESA-HD-V2-05-Adult3X,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
esa-hoodie-v2-style-5,ESA Premium Hoodie Style 5,"Elite Star Athletics premium hoodie, style 5, with bold ESA branding and athletic fit.",Elite Star Athletics,Hoodies,"ESA,Hoodie,Performance,Fleece,Elite Star",TRUE,Size,Adult 4X,ESA-HD-V2-05-Adult4X,shopify,25,deny,manual,59.99,TRUE,TRUE,,,active
