Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status
esa-shorts-style-2,ESA Performance Shorts Style 2,"Elite Star Athletics performance shorts, style 2, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Adult 4X,ESA-SH-02-Adult4X,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-3,ESA Performance Shorts Style 3,"Elite Star Athletics performance shorts, style 3, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Youth XS,ESA-SH-03-YouthXSZ,shopify,20,deny,manual,39.99,TRUE,TRUE,https://elitestarathletics.github.io/images/970d6dd5-d8ca-466f-a099-74dd3dab58d5.png,1,active
esa-shorts-style-3,ESA Performance Shorts Style 3,"Elite Star Athletics performance shorts, style 3, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Youth S,ESA-SH-03-YouthS,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-3,ESA Performance Shorts Style 3,"Elite Star Athletics performance shorts, style 3, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Youth M,ESA-SH-03-YouthM,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-3,ESA Performance Shorts Style 3,"Elite Star Athletics performance shorts, style 3, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Youth L,ESA-SH-03-YouthL,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-3,ESA Performance Shorts Style 3,"Elite Star Athletics performance shorts, style 3, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Youth XL,ESA-SH-03-YouthXL,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-3,ESA Performance Shorts Style 3,"Elite Star Athletics performance shorts, style 3, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Adult S,ESA-SH-03-AdultS,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-3,ESA Performance Shorts Style 3,"Elite Star Athletics performance shorts, style 3, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Adult M,ESA-SH-03-AdultM,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-3,ESA Performance Shorts Style 3,"Elite Star Athletics performance shorts, style 3, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Adult L,ESA-SH-03-AdultL,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-3,ESA Performance Shorts Style 3,"Elite Star Athletics performance shorts, style 3, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Adult XL,ESA-SH-03-AdultXL,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-3,ESA Performance Shorts Style 3,"Elite Star Athletics performance shorts, style 3, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Adult 2X,ESA-SH-03-Adult2X,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-3,ESA Performance Shorts Style 3,"Elite Star Athletics performance shorts, style 3, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Adult 3X,ESA-SH-03-Adult3X,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-3,ESA Performance Shorts Style 3,"Elite Star Athletics performance shorts, style 3, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Adult 4X,ESA-SH-03-Adult4X,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-4,ESA Performance Shorts Style 4,"Elite Star Athletics performance shorts, style 4, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Youth XS,ESA-SH-04-YouthXSZ,shopify,20,deny,manual,39.99,TRUE,TRUE,https://elitestarathletics.github.io/images/83565006-c81d-443a-855d-31b8fc001fe2.png,1,active
esa-shorts-style-4,ESA Performance Shorts Style 4,"Elite Star Athletics performance shorts, style 4, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Youth S,ESA-SH-04-YouthS,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-4,ESA Performance Shorts Style 4,"Elite Star Athletics performance shorts, style 4, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Youth M,ESA-SH-04-YouthM,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-4,ESA Performance Shorts Style 4,"Elite Star Athletics performance shorts, style 4, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Youth L,ESA-SH-04-YouthL,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-4,ESA Performance Shorts Style 4,"Elite Star Athletics performance shorts, style 4, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Youth XL,ESA-SH-04-YouthXL,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-4,ESA Performance Shorts Style 4,"Elite Star Athletics performance shorts, style 4, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Adult S,ESA-SH-04-AdultS,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-4,ESA Performance Shorts Style 4,"Elite Star Athletics performance shorts, style 4, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Adult M,ESA-SH-04-AdultM,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-4,ESA Performance Shorts Style 4,"Elite Star Athletics performance shorts, style 4, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Adult L,ESA-SH-04-AdultL,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-4,ESA Performance Shorts Style 4,"Elite Star Athletics performance shorts, style 4, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Adult XL,ESA-SH-04-AdultXL,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-4,ESA Performance Shorts Style 4,"Elite Star Athletics performance shorts, style 4, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Adult 2X,ESA-SH-04-Adult2X,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-4,ESA Performance Shorts Style 4,"Elite Star Athletics performance shorts, style 4, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Adult 3X,ESA-SH-04-Adult3X,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-4,ESA Performance Shorts Style 4,"Elite Star Athletics performance shorts, style 4, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Adult 4X,ESA-SH-04-Adult4X,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-5,ESA Performance Shorts Style 5,"Elite Star Athletics performance shorts, style 5, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Youth XS,ESA-SH-05-YouthXSZ,shopify,20,deny,manual,39.99,TRUE,TRUE,https://elitestarathletics.github.io/images/a2cf4402-11b8-40da-a68c-8d91a761e8c6.png,1,active
esa-shorts-style-5,ESA Performance Shorts Style 5,"Elite Star Athletics performance shorts, style 5, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Youth S,ESA-SH-05-YouthS,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-5,ESA Performance Shorts Style 5,"Elite Star Athletics performance shorts, style 5, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Youth M,ESA-SH-05-YouthM,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-5,ESA Performance Shorts Style 5,"Elite Star Athletics performance shorts, style 5, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Youth L,ESA-SH-05-YouthL,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-5,ESA Performance Shorts Style 5,"Elite Star Athletics performance shorts, style 5, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Youth XL,ESA-SH-05-YouthXL,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-5,ESA Performance Shorts Style 5,"Elite Star Athletics performance shorts, style 5, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Adult S,ESA-SH-05-AdultS,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-5,ESA Performance Shorts Style 5,"Elite Star Athletics performance shorts, style 5, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Adult M,ESA-SH-05-AdultM,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-5,ESA Performance Shorts Style 5,"Elite Star Athletics performance shorts, style 5, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Adult L,ESA-SH-05-AdultL,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-5,ESA Performance Shorts Style 5,"Elite Star Athletics performance shorts, style 5, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Adult XL,ESA-SH-05-AdultXL,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-5,ESA Performance Shorts Style 5,"Elite Star Athletics performance shorts, style 5, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Adult 2X,ESA-SH-05-Adult2X,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-5,ESA Performance Shorts Style 5,"Elite Star Athletics performance shorts, style 5, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Adult 3X,ESA-SH-05-Adult3X,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
esa-shorts-style-5,ESA Performance Shorts Style 5,"Elite Star Athletics performance shorts, style 5, with dual-layer compression and motivational text.",Elite Star Athletics,Men's Athletic Shorts,"ESA,Shorts,Performance,Compression,Elite Star",TRUE,Size,Adult 4X,ESA-SH-05-Adult4X,shopify,20,deny,manual,39.99,TRUE,TRUE,,,active
